STATE/UT,YEAR,POPULATION,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,CRIMES AGAINST SC,CRIMES AGAINST ST,Crimes Against Women,TOTAL IPC CRIMES,LITERACY RATE_ITER,AREA (in sq. km)_ITER,CRIMES AGAINST CHILDREN_ITER,JUVENILES APPREHENDED_ITER,POLICEMEN KILLED_ITER,THEFT CASES REPOERTED_ITER,THEFT VALUE TOTAL_ITER,TOTAL  Dacoity_ITER,TOTAL  Robbery_ITER,TOTAL  Burglary_ITER,TOTAL  Theft_ITER,Total Petty Crime_ITER,Human Rights Violation Cases_ITER,Policemen Chargesheeted_ITER,Polimen Charged_ITER
KARNATAKA,2007,58683312,1538,1251,55,436,1,435,680,390,290,178,242,1313,5449,14351,5887,8464,5783,400,3600,124,262,18963,251,1828,28,2507,0,514,60853,1844,205,5440,120606,75.0,191791.0,266.0,504.0,25.0,35115.30935251799,875166732.132494,178.0,1313.0,5449.0,14351.0,21291.0,2.0,0.0,0.0
KERALA,2007,33267388,367,402,92,512,0,512,255,177,78,121,157,869,4100,5609,2113,3496,7358,394,4215,54,398,18975,27,2624,262,3999,0,59,57681,477,88,7601,108530,92.06,38852.0,487.0,630.0,17.0,-22228.690647482013,-47330557.338309616,121.0,869.0,4100.0,5609.0,10699.0,1.0,0.0,0.0
MADHYA PRADESH,2007,66436176,2244,2423,155,3010,0,3010,922,701,221,143,109,1975,11230,22396,8915,13481,2648,531,1661,38,909,36643,742,6772,780,3294,0,5754,98007,4106,1501,15299,202386,68.12,308245.0,4290.0,6407.0,41.0,2347.3093525179866,1137649542.270783,143.0,1975.0,11230.0,22396.0,35744.0,0.0,0.0,0.0
MAHARASHTRA,2007,106106893,2693,1615,113,1451,0,1451,1312,967,345,716,405,2770,15607,47681,13895,33786,7993,1715,6235,270,1267,29622,436,3306,1039,7356,0,11946,50159,1166,239,14555,195707,81.7,307713.0,2707.0,6246.0,77.0,-63188.69064748201,1949419935.7993097,716.0,2770.0,15607.0,47681.0,66774.0,2.0,1.0,0.0
MANIPUR,2007,2594543,240,377,2,20,0,20,150,83,67,3,146,11,70,454,150,304,70,19,93,4,63,377,0,70,0,15,0,1,1074,0,1,188,3259,79.46,22327.0,49.0,0.0,0.0,-8916.690647482013,-145917799.7781195,3.0,11.0,70.0,454.0,538.0,0.0,0.0,0.0
MEGHALAYA,2007,2545191,114,49,8,82,0,82,52,22,30,55,1,56,203,500,91,409,33,17,164,12,36,124,2,45,1,19,0,68,438,0,0,171,2079,69.7,22429.0,71.0,105.0,1.0,1835.3093525179866,-42020420.355648026,55.0,56.0,203.0,500.0,814.0,0.0,0.0,0.0
MIZORAM,2007,947443,43,21,4,83,0,83,4,0,4,0,0,5,457,808,64,744,1,20,66,16,38,85,0,66,0,2,0,34,330,0,0,151,2083,88.49,21081.0,64.0,80.0,11.0,-22228.690647482013,-253783720.26425296,0.0,5.0,457.0,808.0,1270.0,0.0,0.0,0.0
NAGALAND,2007,2187666,111,50,8,13,0,13,17,6,11,7,0,75,118,360,194,166,15,13,34,8,5,52,0,8,1,0,0,43,242,0,0,28,1180,69.68,16579.0,7.0,0.0,1.0,2091.3093525179866,-41751362.480768815,7.0,75.0,118.0,360.0,560.0,0.0,0.0,0.0
ODISHA,2007,40894427,1210,1105,22,939,0,939,801,660,141,247,42,1273,3073,6830,1733,5097,1983,319,1263,30,411,7478,461,2775,241,728,0,3771,19870,1355,394,5804,54872,74.48,155707.0,201.0,627.0,2.0,26923.309352517987,531580716.8173388,247.0,1273.0,3073.0,6830.0,11423.0,0.0,0.0,0.0
PUNJAB,2007,26489497,760,893,170,519,0,519,760,545,215,37,92,138,2616,5173,2084,3089,1,329,3581,68,96,5663,133,427,48,971,0,2801,10517,177,0,2643,35793,75.45,50362.0,527.0,105.0,94.0,2347.3093525179866,46089205.684197366,37.0,138.0,2616.0,5173.0,7964.0,3.480880681491328,4.44220237489361,2.4968079368122975
RAJASTHAN,2007,61384743,1303,1772,64,1238,0,1238,2177,1694,483,71,81,778,5164,19345,8258,11087,1626,825,11919,56,675,19720,439,2477,28,8170,0,7096,63846,4174,1110,14046,148870,64.19,342239.0,1252.0,1969.0,51.0,51499.30935251799,1279423184.7749372,71.0,778.0,5164.0,19345.0,25358.0,8.687598653766802,2.953667713708773,0.505083411698287
SIKKIM,2007,594286,9,14,3,24,0,24,9,9,0,0,0,6,83,118,11,107,15,7,34,3,1,95,0,13,0,7,0,34,192,10,13,53,667,74.0,7096.0,31.0,90.0,5.0,-1108.6906474820134,-76264268.9309782,0.0,6.0,83.0,118.0,207.0,2.915225556813434,0.1795392003915932,0.4304621735221472
TAMIL NADU,2007,69127905,1633,2078,28,523,0,523,1270,1097,173,88,33,495,3717,13217,2901,10316,2375,261,2510,74,653,16967,208,1540,875,1976,0,11485,110748,1743,17,6219,172754,79.95,130060.0,441.0,840.0,52.0,2347.3093525179866,559700494.004458,88.0,495.0,3717.0,13217.0,17517.0,0.0,0.0,0.0
TRIPURA,2007,3455537,138,58,2,157,0,157,113,81,32,14,2,64,193,411,55,356,142,42,85,10,23,546,36,244,4,545,0,203,1241,8,6,1067,4273,82.16,10486.0,63.0,2.0,13.0,-16084.690647482013,-209757330.42708707,14.0,64.0,193.0,411.0,682.0,0.0,0.0,0.0
UTTAR PRADESH,2007,186710710,5000,4424,1616,1648,0,1648,4478,3363,1115,437,82,2169,5057,22816,10859,11957,4495,3639,8399,337,268,10694,2076,2522,2882,7650,0,7655,51914,6144,4,20141,150258,68.76,240928.0,2248.0,414.0,142.0,51499.30935251799,1314271469.7558951,437.0,2169.0,5057.0,22816.0,30479.0,22.0,9.0,0.0
UTTARAKHAND,2007,9031565,268,228,50,117,0,117,253,227,26,46,6,173,548,1593,565,1028,459,163,697,39,37,886,70,146,63,463,0,608,2686,71,1,1086,9599,75.58,53566.0,101.0,116.0,6.0,8491.309352517987,61917412.72972554,46.0,173.0,548.0,1593.0,2360.0,3.923774347947643,0.19162738006567626,0.3227372261087913
WEST BENGAL,2007,86379158,1652,877,394,2106,0,2106,1800,1590,210,146,1150,427,399,13747,2421,11326,3727,672,2406,127,121,6909,451,2281,99,9900,5,3803,27903,4,5,16432,81102,72.12,88752.0,361.0,100.0,11.0,-5844.690647482013,585254277.0153255,146.0,427.0,399.0,13747.0,14719.0,2.0,0.0,0.0
A & N ISLANDS,2007,456517,15,19,1,3,0,3,12,9,3,5,0,9,90,112,8,104,17,7,23,1,11,99,1,21,2,18,0,4,337,0,1,54,807,82.04,8249.0,10.0,1872.1408460559649,0.0,-20820.690647482013,2535268.915893495,5.0,9.0,90.0,112.0,216.0,2.485473148157407,13.587072971454866,6.617633183989053
CHANDIGARH,2007,1029935,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,0,0,224,3643,83.3,114.0,53.0,115.0,0.0,-17108.690647482013,-126076842.19475055,2.0,37.0,191.0,1740.0,1970.0,2.3086195592024583,-0.47891227930010505,0.28554573479550704
D & N HAVELI,2007,241242,10,2,0,7,0,7,9,6,3,1,0,3,28,87,19,68,39,17,10,1,10,25,0,0,0,3,0,12,161,0,3,16,425,72.63,491.0,11.0,11.0,0.0,-468.69064748201345,-75995636.95455481,1.0,3.0,28.0,87.0,119.0,2.823858938475217,-0.03282708190157724,0.19141549658544177
DAMAN & DIU,2007,175886,12,7,0,1,0,1,1,1,0,3,1,2,46,43,28,15,31,5,6,6,3,20,1,0,0,3,0,32,37,0,3,6,260,93.18,112.0,3.0,14.0,0.0,-23060.690647482013,-277234643.7648411,3.0,2.0,46.0,43.0,94.0,2.5880465407980395,-1.0156422875058313,0.6266185462884404
LAKSHADWEEP,2007,67655,0,2,0,1,0,1,0,0,0,0,0,0,2,20,2,18,1,0,0,0,0,0,0,2,0,2,0,0,26,0,1,5,56,88.02,32.0,0.0,0.0,0.0,-17412.690647482013,-228167718.35531312,0.0,0.0,2.0,20.0,22.0,2.621465934118391,-0.7598859236144087,0.5142567209152755
PUDUCHERRY,2007,1066029,34,42,2,9,0,9,20,14,6,1,2,8,86,787,498,289,145,6,45,1,18,904,2,89,32,17,0,267,2537,25,0,163,5054,82.41,479.0,23.0,62.0,0.0,-11988.690647482013,-135606850.71219125,1.0,8.0,86.0,787.0,882.0,2.6448976893404192,-0.626361419576777,0.34664130281520933
ANDHRA PRADESH,2008,87064434,2690,1942,165,1257,0,1257,1970,1396,574,110,11,623,8332,25362,7297,18065,1930,990,8393,379,1021,48167,556,4730,3551,10306,0,12861,43929,3998,750,21796,179275,71.26,275045.0,1321.0,1516.0,30.0,18731.309352517987,1102809026.0409641,110.0,623.0,8332.0,25362.0,34427.0,0.0,0.0,0.0
ARUNACHAL PRADESH,2008,1253428,72,37,2,42,0,42,79,47,32,14,0,79,245,445,60,385,18,43,28,1,10,479,0,72,1,13,0,104,590,0,63,175,2374,72.57,83743.0,24.0,85.0,0.0,13099.309352517987,38615078.3079246,14.0,79.0,245.0,445.0,783.0,0.0,0.0,0.0
ASSAM,2008,29135569,1426,417,71,1438,0,1438,2239,1789,450,312,74,568,3147,8012,2101,5911,2600,680,996,91,443,6107,103,1272,2,3478,0,2259,17598,104,130,8082,53333,86.57,78438.0,183.0,642.0,4.0,2347.3093525179866,317309872.2844203,312.0,568.0,3147.0,8012.0,12039.0,5.0,0.0,0.0
BIHAR,2008,91469847,3139,2954,386,1302,0,1302,3047,1789,1258,686,60,1592,3414,13206,2675,10531,8099,1352,2741,69,772,16644,1210,999,21,1992,22,4592,54370,3617,99,7335,122669,65.67,94163.0,766.0,1163.0,38.0,2347.3093525179866,677578514.4390365,686.0,1592.0,3414.0,13206.0,18898.0,0.0,0.0,0.0
CHHATTISGARH,2008,23018591,1169,736,18,978,0,978,273,216,57,124,17,500,4112,6079,2122,3957,1144,169,562,71,302,8565,106,1621,125,897,0,2800,21074,384,424,3943,51442,76.94,135191.0,1167.0,2836.0,39.0,354603.309352518,3461743649.024439,124.0,500.0,4112.0,6079.0,10815.0,233.0,1.0,8.0
GOA,2008,1521706,49,25,11,30,0,30,36,28,8,3,0,23,302,601,238,363,102,47,105,22,27,185,2,32,12,12,0,230,886,4,1,116,2742,84.01,3702.0,80.0,66.0,0.0,929.0,72819671.0,3.0,23.0,302.0,601.0,929.0,2.329662195949795,-0.8746281099748714,0.2546962845171321
GUJARAT,2008,55144715,1106,487,35,374,0,374,1323,1119,204,256,14,1322,5053,20715,9947,10768,1809,1167,1167,190,363,10897,27,828,122,6094,0,4934,65525,1231,223,8564,123808,81.91,196024.0,1074.0,2142.0,50.0,-14036.690647482013,933055016.2778974,256.0,1322.0,5053.0,20715.0,27346.0,6.0,6.0,0.0
HARYANA,2008,24141996,921,616,92,631,0,631,854,644,210,120,257,555,4249,12709,7674,5035,1184,763,1150,40,139,4504,302,435,605,2435,0,1323,21460,341,0,5052,55344,74.18,44212.0,269.0,1524.0,29.0,2347.3093525179866,661227601.5791323,120.0,555.0,4249.0,12709.0,17633.0,0.0,0.0,0.0
HIMACHAL PRADESH,2008,6817502,129,59,5,157,0,157,151,137,14,6,0,20,885,1152,332,820,627,137,248,11,127,1258,3,295,41,343,0,485,7837,71,0,976,13976,80.43,55673.0,205.0,162.0,1.0,-2772.6906474820134,-99614518.38313031,6.0,20.0,885.0,1152.0,2063.0,0.0,0.0,0.0
JAMMU & KASHMIR,2008,11093300,237,570,31,219,0,219,704,656,48,3,0,67,1347,2198,689,1509,1782,87,392,23,230,273,21,935,296,162,0,293,10734,0,0,2289,20604,65.9,222236.0,10.0,11.0,27.0,47403.30935251799,321758910.94424385,3.0,67.0,1347.0,2198.0,3615.0,0.0,0.0,0.0
JHARKHAND,2008,29829238,1697,1061,112,791,0,791,792,499,293,416,50,761,1375,7269,2165,5104,2576,269,900,24,164,2826,266,271,23,851,39,1310,14843,598,231,2740,38686,69.66,74677.0,71.0,478.0,42.0,10539.309352517987,436197782.10096717,416.0,761.0,1375.0,7269.0,9821.0,4.3048100330884544,1.6126980810996194,1.2234445277061026
KARNATAKA,2008,59723561,1698,1475,81,446,0,446,758,405,353,270,248,1615,6258,17820,8960,8860,6013,424,3669,118,265,19159,259,1954,44,2638,1,572,61755,2392,400,5747,127540,76.49,191791.0,388.0,470.0,23.0,35115.30935251799,1037769311.7375103,270.0,1615.0,6258.0,17820.0,25963.0,2.0,0.0,0.0
KERALA,2008,33501597,362,434,95,568,0,568,253,166,87,91,267,816,3882,5818,1981,3837,8057,435,3659,46,389,19178,31,2745,258,4138,0,37,59061,519,106,7906,110620,92.26,38852.0,549.0,719.0,8.0,-14036.690647482013,49013925.31726575,91.0,816.0,3882.0,5818.0,10607.0,2.0,0.0,0.0
MADHYA PRADESH,2008,67471784,2322,2282,204,2937,0,2937,929,736,193,160,124,2234,11072,24583,10533,14050,2768,570,1368,47,898,36344,805,6445,758,3185,0,6008,100513,2965,1071,14866,206556,68.85,308245.0,4259.0,6325.0,23.0,35115.30935251799,1579754998.9866805,160.0,2234.0,11072.0,24583.0,38049.0,11.757150136112845,-1.8759931624255985,1.5377997353552466
MAHARASHTRA,2008,107689875,2795,1837,111,1558,0,1558,1379,998,381,811,274,3031,16004,52860,16900,35960,9388,1880,7296,405,1288,29742,390,3619,1091,7829,0,12472,50183,1192,268,15485,206243,82.51,307713.0,2709.0,6580.0,87.0,72706.0,5157062253.0,811.0,3031.0,16004.0,52860.0,72706.0,3.0,3.0,0.0
MANIPUR,2008,2644609,187,498,4,38,0,38,176,87,89,1,212,7,76,446,223,223,48,24,161,3,41,301,1,57,0,28,0,2,1038,0,1,211,3349,80.96,22327.0,89.0,0.0,1.0,-10196.690647482013,-163011794.61454502,1.0,7.0,76.0,446.0,530.0,0.0,0.0,0.0
MEGHALAYA,2008,2584434,126,55,6,88,0,88,56,25,31,63,0,65,168,669,137,532,8,32,104,10,28,204,2,54,4,32,0,64,480,0,0,205,2318,70.89,22429.0,62.0,131.0,3.0,299.30935251798655,-39670757.86234888,63.0,65.0,168.0,669.0,965.0,0.0,0.0,0.0
MIZORAM,2008,958060,35,10,6,77,0,77,9,1,8,4,0,6,338,747,27,720,1,34,57,15,18,118,0,78,0,5,0,53,378,0,0,161,1989,88.49,21081.0,22.0,59.0,4.0,-20180.690647482013,-230971313.81361282,4.0,6.0,338.0,747.0,1095.0,0.0,0.0,0.0
NAGALAND,2008,2222580,143,47,13,19,0,19,44,7,37,6,0,87,127,345,182,163,4,16,31,4,14,46,0,15,1,4,0,44,192,0,0,46,1202,70.2,16579.0,3.0,0.0,0.0,1323.3093525179866,-47666954.34506687,6.0,87.0,127.0,345.0,565.0,0.0,0.0,0.0
ODISHA,2008,41595708,1250,1415,84,1113,0,1113,908,762,146,305,67,1345,3100,7419,1975,5444,2721,342,1244,26,869,7013,401,2782,282,1618,0,3535,18916,1836,508,6958,56755,76.38,155707.0,141.0,754.0,15.0,12169.0,480069320.0,305.0,1345.0,3100.0,7419.0,12169.0,0.0,0.0,0.0
PUNJAB,2008,26859458,769,956,146,517,0,517,718,514,204,40,122,167,2621,5563,2182,3381,1,236,3192,78,75,5597,128,388,49,984,0,2845,10122,101,0,2580,35314,76.42,50362.0,389.0,102.0,89.0,2347.3093525179866,86663125.26252127,40.0,167.0,2621.0,5563.0,8391.0,3.787630077212531,3.365826405235628,2.1313574499170445
RAJASTHAN,2008,62203866,1297,1649,54,1355,0,1355,2358,1863,495,64,77,829,4736,20411,9857,10554,1390,737,12097,51,615,21117,439,2520,19,8113,0,7322,63924,4302,1038,14309,151174,64.82,342239.0,1223.0,2214.0,48.0,51499.30935251799,1402795468.4249554,64.0,829.0,4736.0,20411.0,26040.0,8.478861322237169,1.8957805707960933,0.3494774791194355
SIKKIM,2008,603951,9,7,3,20,0,20,4,4,0,1,0,7,81,127,9,118,17,6,46,0,23,100,0,19,0,5,0,40,215,17,12,48,730,74.87,7096.0,24.0,33.0,0.0,216.0,9093796.0,1.0,7.0,81.0,127.0,216.0,2.397306524615085,-0.6472426719004201,0.025371348018115025
TAMIL NADU,2008,70299260,1759,2327,28,573,0,573,1375,1160,215,100,66,662,3849,15019,3722,11297,2811,231,2349,599,610,20529,207,1705,974,1648,0,12328,107084,1618,14,6267,176833,81.03,130060.0,666.0,984.0,46.0,-14036.690647482013,520724482.3111421,100.0,662.0,3849.0,15019.0,19630.0,4.838560163780609,0.0025148466802038527,0.15362924185075943
TRIPURA,2008,3499008,155,53,2,204,0,204,146,110,36,13,3,95,218,499,43,456,197,42,92,23,47,924,16,346,4,735,0,195,1327,4,14,1415,5336,83.65,10486.0,163.0,43.0,2.0,-10964.690647482013,-161938133.68904936,13.0,95.0,218.0,499.0,825.0,2.771045470642533,-0.1931508278043914,0.4967991859265073
UTTAR PRADESH,2008,190386511,4564,4233,1493,1871,0,1871,5428,4439,989,313,76,2097,5418,25946,12064,13882,4381,4296,9327,420,228,11683,2237,2955,3374,8312,0,10102,60242,8009,9,23188,168996,70.66,240928.0,4078.0,328.0,118.0,18731.309352517987,953329524.8634317,313.0,2097.0,5418.0,25946.0,33774.0,1.0,3.0,0.0
UTTARAKHAND,2008,9124245,223,217,40,87,0,87,247,222,25,16,2,144,423,1622,726,896,509,171,463,31,15,937,73,120,306,340,0,590,2280,42,0,1148,8856,76.24,53566.0,38.0,122.0,6.0,5419.309352517987,49532387.961634934,16.0,144.0,423.0,1622.0,2205.0,3.7825230739518965,0.22104638890780848,0.30951156979503214
WEST BENGAL,2008,87363895,1811,1732,488,2263,0,2263,2332,1907,425,184,1055,613,462,17334,2593,14741,5425,876,2938,148,150,9033,451,2396,94,13663,5,3789,38177,19,17,20779,105419,72.7,88752.0,513.0,660.0,16.0,18593.0,556054907.0,184.0,613.0,462.0,17334.0,18593.0,0.0,0.0,0.0
A & N ISLANDS,2008,474389,8,11,2,12,0,12,17,13,4,0,0,14,78,128,11,117,16,12,19,1,15,107,2,24,3,26,0,4,383,0,3,80,882,82.17,8249.0,47.0,1872.1402739248294,1.0,-20948.690647482013,-521881.4647869766,0.0,14.0,78.0,128.0,220.0,2.4470889806819907,13.652658796782546,6.6606956561377615
CHANDIGARH,2008,1052361,17,28,6,20,0,20,50,42,8,1,4,23,257,1991,1094,897,85,37,213,0,2,73,3,19,2,49,0,11,1040,2,0,135,3931,83.53,114.0,66.0,157.0,0.0,2272.0,99265514.0,1.0,23.0,257.0,1991.0,2272.0,0.0,0.0,0.0
D & N HAVELI,2008,244779,9,2,0,6,0,6,17,11,6,1,0,0,49,54,18,36,24,10,24,1,6,26,0,4,0,4,0,10,154,1,10,25,401,75.13,491.0,17.0,22.0,0.0,104.0,11846843.0,1.0,0.0,49.0,54.0,104.0,2.2558927343960637,-0.6981727884962368,0.025920995062703955
DAMAN & DIU,2008,178997,2,2,0,0,0,0,4,1,3,2,0,4,45,49,31,18,35,4,2,1,3,12,0,2,1,5,0,39,36,0,0,9,248,95.68,112.0,4.0,11.0,0.0,-25876.690647482013,-301887304.5881982,2.0,4.0,45.0,49.0,100.0,2.5427855172031597,-1.114766249047908,0.6758879809512721
LAKSHADWEEP,2008,68960,1,0,0,2,0,2,1,1,0,0,0,0,3,8,1,7,12,0,0,0,2,12,0,0,0,1,0,0,53,0,0,4,95,88.25,32.0,0.0,0.0,0.0,-17644.690647482013,-230918133.72133502,0.0,0.0,3.0,8.0,11.0,2.620850030619726,-0.7675317806678335,0.520698987883911
PUDUCHERRY,2008,1082148,35,35,3,8,0,8,17,9,8,10,3,10,90,688,443,245,165,13,53,2,9,873,2,65,21,12,0,207,2668,29,0,117,4989,82.6,479.0,26.0,51.0,0.0,-11988.690647482013,-143643796.03811747,10.0,10.0,90.0,688.0,798.0,2.6618983795101254,-0.6456081522742183,0.3560364854419902
ANDHRA PRADESH,2009,88666901,2449,1859,134,1188,0,1188,1958,1526,432,102,27,544,7772,24692,7804,16888,2261,904,8528,461,1039,44488,546,5147,3520,11297,0,13438,48087,4504,830,23224,180441,72.55,275045.0,1719.0,1540.0,50.0,18731.309352517987,1038458475.2125713,102.0,544.0,7772.0,24692.0,33110.0,0.0,0.0,0.0
ARUNACHAL PRADESH,2009,1277053,59,33,5,59,0,59,62,28,34,20,0,55,201,381,109,272,52,38,29,8,28,526,0,58,6,13,0,110,619,0,21,164,2362,75.17,83743.0,33.0,139.0,0.0,9515.309352517987,8559536.549969882,20.0,55.0,201.0,381.0,657.0,0.0,0.0,0.0
ASSAM,2009,29502947,1323,417,35,1631,0,1631,2718,2092,626,251,21,680,3149,7644,1713,5931,1808,802,1098,84,476,6547,170,1342,10,4398,1,2735,17973,0,9,9644,55313,89.9,78438.0,384.59697273525285,555.0,4.0,133419.309352518,1442600293.741613,251.0,680.0,3149.0,7644.0,11724.0,96.0,0.0,0.0
BIHAR,2009,92712901,3152,3068,243,929,0,929,3222,1986,1236,654,64,1619,3566,15221,3674,11547,8554,1186,2676,69,685,14746,1295,726,12,2532,31,4516,54165,3836,67,7511,122931,68.34,94163.0,1016.0,980.0,28.0,18731.309352517987,879749093.1899825,654.0,1619.0,3566.0,15221.0,21060.0,9.0,5.0,4.0
CHHATTISGARH,2009,23364374,1083,732,19,976,0,976,286,229,57,134,16,554,3975,5792,2181,3611,957,166,682,68,335,9543,128,1598,152,893,0,2735,20546,284,376,3976,51370,78.7,135191.0,1321.0,2860.0,103.0,182571.309352518,1930034921.0525498,134.0,554.0,3975.0,5792.0,10455.0,67.0,67.0,54.0
GOA,2009,1548721,53,24,11,47,0,47,33,22,11,4,0,30,294,858,336,522,50,52,132,27,24,191,3,37,10,21,0,220,884,3,0,140,3005,84.3,3702.0,92.0,76.0,1.0,-13012.690647482013,-155591923.83728898,4.0,30.0,294.0,858.0,1186.0,2.7143682051191065,-0.6199258031826131,0.38581382534976516
GUJARAT,2009,55792963,1020,468,30,433,0,433,1348,1162,186,246,11,1420,4488,19669,11130,8539,1539,1256,1014,238,240,9456,24,727,114,5506,0,5178,60758,1182,195,7966,115183,83.74,196024.0,968.0,1870.0,49.0,2347.3093525179866,1034238803.1645528,246.0,1420.0,4488.0,19669.0,25823.0,2.0,0.0,0.0
HARYANA,2009,24597824,948,690,78,603,0,603,916,659,257,153,297,679,4077,12917,8449,4468,1166,827,1406,35,153,3977,281,451,605,2617,0,1549,21804,303,0,5216,56229,75.08,44212.0,353.0,1190.0,45.0,-14036.690647482013,490314565.48605585,153.0,679.0,4077.0,12917.0,17826.0,0.0,0.0,0.0
HIMACHAL PRADESH,2009,6933560,125,73,13,183,0,183,150,122,28,4,0,21,784,823,327,496,591,117,264,2,124,1230,1,318,37,284,0,616,7555,88,1,945,13315,81.0,55673.0,221.0,162.0,1.0,-1748.6906474820134,-105372633.66474387,4.0,21.0,784.0,823.0,1632.0,0.0,0.0,0.0
JAMMU & KASHMIR,2009,11245253,237,547,23,237,0,237,873,825,48,1,0,69,1566,2631,876,1755,1472,132,475,37,217,331,12,972,371,196,0,517,11059,1,0,2613,21975,67.38,222236.0,18.0,10.0,20.0,45355.30935251799,316973165.08458257,1.0,69.0,1566.0,2631.0,4267.0,0.0,0.0,0.0
JHARKHAND,2009,30257439,1636,1274,104,719,0,719,827,517,310,412,53,780,1392,7716,2990,4726,2312,473,910,15,203,4132,295,276,83,710,6,1678,11430,631,182,2606,37436,71.96,74677.0,60.0,728.0,53.0,2347.3093525179866,425632192.48852634,412.0,780.0,1392.0,7716.0,10300.0,3.5238203011542,2.5949765874308026,1.6687698093310317
KARNATAKA,2009,60776921,1702,1607,79,509,0,509,892,408,484,273,346,1825,6629,20576,11093,9483,6269,461,5079,171,293,20105,264,2186,64,3185,2,417,61108,2174,272,6618,134042,77.98,191791.0,308.0,252.0,21.0,2347.3093525179866,885915060.6581765,273.0,1825.0,6629.0,20576.0,29303.0,0.0,0.0,0.0
KERALA,2009,33735007,343,408,100,568,0,568,256,173,83,112,266,830,3554,5564,2029,3535,8086,354,3394,66,503,18274,20,2540,395,4007,0,41,68688,467,102,7703,118369,92.46,38852.0,587.0,677.0,13.0,-22228.690647482013,-32621240.785009712,112.0,830.0,3554.0,5564.0,10060.0,1.0,1.0,0.0
MADHYA PRADESH,2009,68513643,2386,2212,117,2998,1,2997,1036,841,195,117,156,2270,10661,23260,10705,12555,2409,575,1830,27,741,37132,858,6307,728,3983,1,6591,101367,3040,1135,15716,207762,69.58,308245.0,4646.0,5174.0,29.0,2347.3093525179866,1038473228.6460649,117.0,2270.0,10661.0,23260.0,36308.0,9.987838516762107,1.916557658779345,1.6216683798035785
MAHARASHTRA,2009,109291221,2653,1880,98,1483,0,1483,1286,926,360,780,287,3314,15841,50930,18133,32797,8030,1895,7976,478,1105,28326,341,3196,1099,7681,0,12459,48460,1096,224,14726,199598,83.32,307713.0,2894.0,6465.0,152.0,-128724.69064748201,1600778228.7089796,780.0,3314.0,15841.0,50930.0,70865.0,6.0,6.0,0.0
MANIPUR,2009,2695109,131,478,2,31,0,31,159,97,62,1,188,3,68,394,283,111,48,20,96,1,81,224,0,39,2,25,0,0,861,0,0,194,2852,82.46,22327.0,72.0,0.0,1.0,-12244.690647482013,-182041371.4470405,1.0,3.0,68.0,394.0,466.0,0.0,0.0,0.0
MEGHALAYA,2009,2624104,128,39,12,112,0,112,56,26,30,64,1,67,147,545,180,365,18,26,113,9,54,207,0,72,1,24,1,72,680,0,0,236,2448,72.08,22429.0,83.0,87.0,1.0,299.30935251798655,-53699773.100137845,64.0,67.0,147.0,545.0,823.0,0.0,0.0,0.0
MIZORAM,2009,968913,31,14,8,83,1,82,9,0,9,2,0,4,381,761,77,684,1,30,61,9,24,120,0,61,1,4,0,36,407,0,0,149,2047,88.49,21081.0,14.0,19.0,0.0,-13012.690647482013,-173202261.3279218,2.0,4.0,381.0,761.0,1148.0,3.1588020777149644,-0.8069651963683233,0.4030250865038254
NAGALAND,2009,2258087,46,35,7,22,0,22,52,10,42,8,0,92,82,347,69,278,4,6,33,3,4,38,0,11,0,0,0,34,235,0,0,43,1059,70.71,16579.0,0.0,14.0,0.0,299.30935251798655,-51722468.91145491,8.0,92.0,82.0,347.0,529.0,0.0,0.0,0.0
ODISHA,2009,42302794,1250,1231,48,1023,0,1023,930,799,131,380,63,1488,2937,7136,2521,4615,1718,258,1137,34,413,6816,384,2697,210,2047,1,2979,20560,1709,552,7161,55740,78.28,155707.0,194.0,464.0,25.0,26923.309352517987,546415921.8431444,380.0,1488.0,2937.0,7136.0,11941.0,6.0,0.0,0.0
PUNJAB,2009,27233507,853,1014,129,511,0,511,692,513,179,38,96,171,2507,5624,2713,2911,8,234,3098,63,101,5498,126,319,33,1061,0,3289,10080,108,0,2563,35545,77.38,50362.0,729.0,200.0,66.0,-1748.6906474820134,34887454.22408487,38.0,171.0,2507.0,5624.0,8340.0,3.824347936196657,2.2065792329066762,1.6527681937438965
